created_at,entry_id,field1,field2,field3,field4,field5
2017-06-30 11:50:57 UTC,341,3.9,8.25,322.4,24.8125,1004.985
2017-06-30 11:51:17 UTC,342,1.9,5.25,308.56,24.75,1004.975
2017-06-30 11:51:42 UTC,343,1.68,5.299999,318.24,24.75,1004.968
2017-06-30 11:52:05 UTC,344,3.9,7.25,310.48,24.75,1005.0
2017-06-30 11:52:29 UTC,345,3.9,7.25,319.2,24.75,1004.982
2017-06-30 11:52:44 UTC,346,2.9,7.25,320.16,24.8125,1005.03
2017-06-30 11:53:08 UTC,347,3.9,7.25,320.16,24.8125,1004.98
2017-06-30 11:53:28 UTC,348,1.9,5.25,312.08,24.8125,1005.062
2017-06-30 11:53:48 UTC,349,2.9,6.25,316.56,24.75,1005.008
2017-06-30 11:54:11 UTC,350,2.9,7.25,323.04,24.6875,1004.968
2017-06-30 11:54:28 UTC,351,2.9,6.25,312.4,24.6875,1004.985
2017-06-30 11:54:48 UTC,352,2.9,6.25,320.08,24.75,1005.025
2017-06-30 11:55:08 UTC,353,2.9,6.25,319.84,24.75,1005.013
2017-06-30 11:55:28 UTC,354,2.9,6.25,322.72,24.75,1004.965
2017-06-30 11:55:48 UTC,355,2.9,7.25,323.36,24.6875,1004.948
2017-06-30 11:56:08 UTC,356,2.9,7.25,321.76,24.625,1004.91
2017-06-30 11:56:28 UTC,357,2.9,7.25,321.44,24.5625,1004.963
2017-06-30 11:56:54 UTC,358,2.9,7.25,319.84,24.5625,1004.935
2017-06-30 11:57:18 UTC,359,2.9,7.25,320.16,24.5,1004.905
2017-06-30 11:57:38 UTC,360,2.9,6.25,325.28,24.5625,1004.943
2017-06-30 11:57:58 UTC,361,2.9,7.25,326.24,24.625,1005.0
2017-06-30 11:58:18 UTC,362,3.9,7.25,325.6,24.625,1004.95
2017-06-30 11:58:38 UTC,363,3.9,7.25,321.12,24.6875,1005.028
2017-06-30 11:58:58 UTC,364,3.9,7.25,325.28,24.6875,1004.975
2017-06-30 11:59:18 UTC,365,3.9,7.25,323.04,24.6875,1004.982
2017-06-30 11:59:38 UTC,366,2.9,7.25,325.28,24.625,1004.943
2017-06-30 11:59:58 UTC,367,3.9,7.25,324.0,24.625,1004.925
2017-06-30 12:00:18 UTC,368,2.9,7.25,322.72,24.625,1004.933
2017-06-30 12:00:39 UTC,369,2.9,6.25,320.16,24.625,1004.9
2017-06-30 12:00:59 UTC,370,2.9,6.25,320.8,24.6875,1004.935
2017-06-30 12:01:19 UTC,371,2.9,6.25,318.8,24.6875,1004.897
2017-06-30 12:01:39 UTC,372,2.9,6.25,317.92,24.6875,1004.88
2017-06-30 12:01:59 UTC,373,2.9,6.25,319.52,24.625,1004.86
2017-06-30 12:02:19 UTC,374,2.9,6.25,319.12,24.625,1004.893
2017-06-30 12:02:39 UTC,375,2.9,6.25,321.44,24.5625,1004.838
2017-06-30 12:02:59 UTC,376,2.9,6.25,320.48,24.625,1004.86
2017-06-30 12:03:19 UTC,377,2.9,6.25,319.52,24.6875,1004.84
2017-06-30 12:03:39 UTC,378,2.9,7.25,316.88,24.625,1004.785
2017-06-30 12:03:59 UTC,379,2.9,7.25,315.92,24.625,1004.78
2017-06-30 12:04:19 UTC,380,2.9,6.25,317.84,24.5625,1004.73
2017-06-30 12:04:39 UTC,381,2.9,6.25,319.2,24.5625,1004.74
2017-06-30 12:04:59 UTC,382,2.9,6.25,316.32,24.5,1004.678
2017-06-30 12:05:19 UTC,383,2.9,6.25,317.92,24.5,1004.685
2017-06-30 12:05:39 UTC,384,0.6800003,4.299999,317.2,24.5625,1004.72
2017-06-30 12:05:59 UTC,385,2.9,6.25,315.28,24.625,1004.785
2017-06-30 12:06:19 UTC,386,2.9,6.25,317.2,24.6875,1004.755
2017-06-30 12:06:39 UTC,387,2.9,6.25,316.64,24.8125,1004.72
2017-06-30 12:06:59 UTC,388,2.9,6.25,318.24,24.8125,1004.682
2017-06-30 12:07:19 UTC,389,2.9,6.25,314.64,24.8125,1004.662
2017-06-30 12:07:39 UTC,390,2.9,7.25,318.88,24.75,1004.658
2017-06-30 12:08:00 UTC,391,2.9,6.25,317.28,24.75,1004.66
2017-06-30 12:08:20 UTC,392,2.9,6.25,318.56,24.75,1004.678
2017-06-30 12:08:40 UTC,393,2.9,7.25,318.24,24.75,1004.628
2017-06-30 12:09:00 UTC,394,3.9,7.25,320.16,24.8125,1004.658
2017-06-30 12:09:20 UTC,395,2.9,6.25,318.24,24.875,1004.66
2017-06-30 12:09:40 UTC,396,2.9,6.25,318.16,24.875,1004.655
2017-06-30 12:10:00 UTC,397,2.9,6.25,316.56,24.875,1004.672
2017-06-30 12:10:20 UTC,398,2.9,6.25,314.96,24.875,1004.648
2017-06-30 12:10:40 UTC,399,2.9,6.25,316.96,24.75,1004.612
2017-06-30 12:11:00 UTC,400,2.9,6.25,318.88,24.75,1004.678
2017-06-30 12:11:20 UTC,401,2.9,7.25,322.08,24.75,1004.685
2017-06-30 12:11:40 UTC,402,2.9,6.25,317.52,24.75,1004.688
2017-06-30 12:12:00 UTC,403,2.9,7.25,322.72,24.6875,1004.665
2017-06-30 12:12:22 UTC,404,3.9,7.25,320.16,24.75,1004.65
2017-06-30 12:12:40 UTC,405,1.68,4.299999,318.24,24.8125,1004.645
2017-06-30 12:13:00 UTC,406,2.9,7.25,318.16,24.8125,1004.63
2017-06-30 12:13:20 UTC,407,2.9,6.25,323.04,24.8125,1004.66
2017-06-30 12:13:40 UTC,408,2.9,7.25,317.84,24.875,1004.662
2017-06-30 12:14:00 UTC,409,2.9,6.25,319.2,24.875,1004.675
2017-06-30 12:14:20 UTC,410,2.9,6.25,322.4,24.75,1004.718
2017-06-30 12:14:40 UTC,411,1.68,4.299999,324.0,24.6875,1004.748
2017-06-30 12:15:00 UTC,412,2.9,6.25,318.24,24.625,1004.718
2017-06-30 12:15:21 UTC,413,2.9,6.25,324.0,24.625,1004.812
2017-06-30 12:15:41 UTC,414,3.9,7.25,317.6,24.625,1004.795
2017-06-30 12:16:01 UTC,415,1.68,4.299999,325.28,24.625,1004.763
2017-06-30 12:16:21 UTC,416,3.9,7.25,319.52,24.6875,1004.827
2017-06-30 12:16:41 UTC,417,3.9,7.25,323.68,24.6875,1004.873
2017-06-30 12:17:01 UTC,418,1.68,4.299999,323.68,24.625,1004.838
2017-06-30 12:17:21 UTC,419,3.9,7.25,321.44,24.6875,1004.87
2017-06-30 12:17:41 UTC,420,2.9,7.25,324.96,24.75,1004.817
2017-06-30 12:18:01 UTC,421,1.68,4.299999,319.44,24.8125,1004.87
2017-06-30 12:18:21 UTC,422,2.9,6.25,316.0,24.8125,1004.845
2017-06-30 12:18:41 UTC,423,2.9,6.25,310.8,24.875,1004.85
2017-06-30 12:19:01 UTC,424,2.9,6.25,318.16,24.9375,1004.845
2017-06-30 12:19:21 UTC,425,2.9,6.25,322.4,24.9375,1004.853
2017-06-30 12:19:41 UTC,426,2.9,6.25,317.6,24.9375,1004.815
2017-06-30 12:20:01 UTC,427,1.68,4.299999,318.8,24.9375,1004.82
2017-06-30 12:20:21 UTC,428,3.12,7.2,297.28,25.0,1004.84
2017-06-30 12:20:41 UTC,429,4.34,7.15,210.56,25.0,1004.865
2017-06-30 12:21:01 UTC,430,2.9,7.25,320.16,25.0625,1004.893
2017-06-30 12:21:21 UTC,431,2.9,7.25,318.56,25.0625,1004.875
2017-06-30 12:21:42 UTC,432,2.9,7.25,317.2,25.0625,1004.89
2017-06-30 12:22:01 UTC,433,3.9,7.25,318.24,25.0625,1004.87
2017-06-30 12:22:21 UTC,434,3.9,7.25,314.96,25.0625,1004.9
2017-06-30 12:22:42 UTC,435,2.9,6.25,321.44,25.0625,1004.89
2017-06-30 12:23:02 UTC,436,2.9,6.25,318.16,25.125,1004.877
2017-06-30 12:23:23 UTC,437,2.9,6.25,317.2,25.125,1004.91
2017-06-30 12:23:42 UTC,438,2.9,6.25,314.64,25.125,1004.923
2017-06-30 12:24:02 UTC,439,2.9,6.25,317.52,25.0625,1004.863
2017-06-30 12:24:22 UTC,440,2.9,6.25,315.28,25.125,1004.912
2017-06-30 12:24:42 UTC,441,0.6800003,4.299999,315.28,25.125,1004.893
2017-06-30 12:25:02 UTC,442,2.9,6.25,316.88,25.0625,1004.822
2017-06-30 12:25:22 UTC,443,2.9,6.25,319.44,25.125,1004.89
2017-06-30 12:25:42 UTC,444,1.68,4.299999,314.0,25.125,1004.887
2017-06-30 12:26:02 UTC,445,2.9,6.25,318.16,25.1875,1004.902
2017-06-30 12:26:22 UTC,446,2.9,6.25,314.96,25.1875,1004.915
2017-06-30 12:26:42 UTC,447,2.12,5.2,238.8,25.1875,1004.91
2017-06-30 12:27:04 UTC,448,1.68,4.299999,320.08,25.1875,1004.87
2017-06-30 12:27:22 UTC,449,2.9,7.25,317.52,25.125,1004.875
2017-06-30 12:27:42 UTC,450,2.9,6.25,318.8,25.125,1004.89
2017-06-30 12:28:02 UTC,451,2.9,6.25,317.52,25.125,1004.893
2017-06-30 12:28:22 UTC,452,2.9,6.25,316.88,25.125,1004.847
2017-06-30 12:28:42 UTC,453,2.9,6.25,313.36,25.0625,1004.817
2017-06-30 12:29:02 UTC,454,2.9,6.25,313.04,25.0625,1004.82
2017-06-30 12:29:22 UTC,455,2.9,6.25,310.48,25.0625,1004.845
2017-06-30 12:29:42 UTC,456,0.6800003,4.299999,318.8,25.0,1004.807
2017-06-30 12:30:03 UTC,457,0.6800003,4.299999,313.04,25.0,1004.8
2017-06-30 12:30:23 UTC,458,2.9,6.25,317.2,25.0,1004.763
2017-06-30 12:30:44 UTC,459,1.9,5.25,299.2,24.9375,1004.775
2017-06-30 12:31:03 UTC,460,2.9,6.25,312.4,24.9375,1004.71
2017-06-30 12:31:23 UTC,461,2.9,6.25,310.48,24.875,1004.745
2017-06-30 12:31:43 UTC,462,3.12,6.2,285.68,24.9375,1004.732
2017-06-30 12:32:03 UTC,463,2.9,6.25,306.0,24.9375,1004.765
2017-06-30 12:32:23 UTC,464,1.9,5.25,302.16,24.9375,1004.695
2017-06-30 12:32:43 UTC,465,2.9,6.25,304.08,24.8125,1004.66
2017-06-30 12:33:03 UTC,466,2.9,6.25,311.76,24.6875,1004.702
2017-06-30 12:33:23 UTC,467,2.9,6.25,312.72,24.6875,1004.668
2017-06-30 12:33:43 UTC,468,2.9,6.25,315.28,24.8125,1004.725
2017-06-30 12:34:03 UTC,469,2.9,6.25,316.24,24.75,1004.682
2017-06-30 12:34:23 UTC,470,2.9,6.25,318.8,24.75,1004.645
2017-06-30 12:34:43 UTC,471,1.9,5.25,314.64,24.75,1004.635
2017-06-30 12:35:04 UTC,472,2.9,6.25,313.68,24.875,1004.653
2017-06-30 12:35:23 UTC,473,2.9,6.25,316.24,24.8125,1004.63
2017-06-30 12:35:43 UTC,474,2.9,6.25,314.32,24.75,1004.645
2017-06-30 12:36:03 UTC,475,2.9,6.25,319.44,24.8125,1004.688
2017-06-30 12:36:23 UTC,476,2.9,6.25,314.32,24.875,1004.688
2017-06-30 12:36:43 UTC,477,2.9,6.25,319.12,25.0,1004.72
2017-06-30 12:37:03 UTC,478,2.9,6.25,314.96,25.0,1004.695
2017-06-30 12:37:25 UTC,479,2.9,6.25,317.2,25.0,1004.7
2017-06-30 12:37:44 UTC,480,1.9,5.25,315.6,25.0,1004.702
2017-06-30 12:38:04 UTC,481,2.9,6.25,319.84,25.0625,1004.758
2017-06-30 12:38:24 UTC,482,2.9,6.25,317.2,25.125,1004.76
2017-06-30 12:38:44 UTC,483,2.9,6.25,316.24,25.125,1004.785
2017-06-30 12:39:04 UTC,484,0.6800003,4.299999,320.16,25.1875,1004.78
2017-06-30 12:39:24 UTC,485,2.9,6.25,318.16,25.25,1004.76
2017-06-30 12:39:44 UTC,486,2.9,6.25,322.08,25.25,1004.758
2017-06-30 12:40:04 UTC,487,1.68,4.299999,318.16,25.25,1004.73
2017-06-30 12:40:24 UTC,488,2.9,6.25,320.08,25.3125,1004.763
2017-06-30 12:40:44 UTC,489,1.68,4.299999,316.96,25.3125,1004.787
2017-06-30 12:41:04 UTC,490,3.9,7.25,318.24,25.3125,1004.773
2017-06-30 12:41:24 UTC,491,2.9,6.25,318.24,25.375,1004.8
2017-06-30 12:41:46 UTC,492,3.9,7.25,323.36,25.3125,1004.8
2017-06-30 12:42:04 UTC,493,2.9,6.25,318.48,25.25,1004.722
2017-06-30 12:42:24 UTC,494,3.9,7.25,319.84,25.25,1004.732
2017-06-30 12:42:44 UTC,495,1.68,4.299999,319.84,25.25,1004.7
2017-06-30 12:43:04 UTC,496,3.9,7.25,318.88,25.3125,1004.787
2017-06-30 12:43:24 UTC,497,3.9,7.25,318.16,25.3125,1004.755
2017-06-30 12:43:44 UTC,498,1.68,4.299999,318.48,25.25,1004.71
2017-06-30 12:44:04 UTC,499,3.9,7.25,323.04,25.25,1004.765
2017-06-30 12:44:24 UTC,500,2.9,7.25,318.88,25.3125,1004.793
2017-06-30 12:44:45 UTC,501,1.68,4.299999,323.68,25.25,1004.725
2017-06-30 12:45:05 UTC,502,1.68,4.299999,319.84,25.25,1004.73
2017-06-30 12:45:25 UTC,503,1.68,5.299999,322.72,25.3125,1004.753
2017-06-30 12:45:45 UTC,504,3.9,7.25,322.4,25.3125,1004.705
2017-06-30 12:46:05 UTC,505,3.9,7.25,320.48,25.3125,1004.678
2017-06-30 12:46:25 UTC,506,3.9,7.25,319.2,25.3125,1004.732
2017-06-30 12:46:45 UTC,507,1.68,4.299999,321.12,25.25,1004.692
2017-06-30 12:47:05 UTC,508,3.9,7.25,321.44,25.125,1004.688
2017-06-30 12:47:25 UTC,509,1.68,5.299999,322.08,25.0625,1004.653
2017-06-30 12:47:45 UTC,510,2.9,6.25,320.48,25.125,1004.692
2017-06-30 12:48:05 UTC,511,1.68,4.299999,323.36,25.125,1004.65
2017-06-30 12:48:25 UTC,512,2.68,5.299999,326.24,25.125,1004.65
2017-06-30 12:48:45 UTC,513,2.68,5.299999,325.92,25.125,1004.618
2017-06-30 12:49:05 UTC,514,2.68,5.299999,328.8,25.125,1004.682
2017-06-30 12:49:31 UTC,515,2.68,5.299999,327.2,25.125,1004.645
2017-06-30 12:49:47 UTC,516,2.68,5.299999,326.88,25.0625,1004.632
2017-06-30 12:50:05 UTC,517,3.9,8.25,322.08,25.0,1004.63
2017-06-30 12:50:25 UTC,518,3.9,7.25,326.24,25.0,1004.615
2017-06-30 12:50:45 UTC,519,2.68,5.299999,324.96,25.0625,1004.62
2017-06-30 12:51:05 UTC,520,2.68,5.299999,324.32,25.125,1004.64
2017-06-30 12:51:25 UTC,521,4.9,8.25,324.32,25.125,1004.593
2017-06-30 12:51:46 UTC,522,2.68,5.299999,320.48,25.125,1004.61
2017-06-30 12:52:06 UTC,523,3.9,7.25,325.92,25.25,1004.662
2017-06-30 12:52:26 UTC,524,2.68,5.299999,329.76,25.25,1004.638
2017-06-30 12:52:47 UTC,525,3.9,8.25,323.36,25.25,1004.628
2017-06-30 12:53:06 UTC,526,3.9,8.25,323.36,25.1875,1004.62
2017-06-30 12:53:26 UTC,527,2.68,5.299999,327.52,25.25,1004.622
2017-06-30 12:53:46 UTC,528,2.68,5.299999,323.04,25.25,1004.698
2017-06-30 12:54:06 UTC,529,2.68,5.299999,327.52,25.25,1004.635
2017-06-30 12:54:26 UTC,530,1.68,5.299999,321.76,25.25,1004.65
2017-06-30 12:54:46 UTC,531,3.9,7.25,321.76,25.1875,1004.662
2017-06-30 12:55:08 UTC,532,2.68,5.299999,320.16,25.1875,1004.642
2017-06-30 12:55:26 UTC,533,2.68,5.299999,323.68,25.25,1004.68
2017-06-30 12:55:46 UTC,534,2.68,5.299999,328.8,25.25,1004.618
2017-06-30 12:56:06 UTC,535,3.9,8.25,328.8,25.25,1004.62
2017-06-30 12:56:26 UTC,536,2.68,5.299999,322.4,25.25,1004.655
2017-06-30 12:56:46 UTC,537,2.68,5.299999,325.28,25.3125,1004.668
2017-06-30 12:57:06 UTC,538,4.9,8.25,326.56,25.3125,1004.708
2017-06-30 12:57:26 UTC,539,3.9,8.25,328.16,25.3125,1004.715
2017-06-30 12:57:46 UTC,540,3.9,7.25,326.24,25.3125,1004.7
2017-06-30 12:58:06 UTC,541,3.9,7.25,314.0,25.375,1004.72
2017-06-30 12:58:26 UTC,542,3.9,7.25,324.32,25.375,1004.71
2017-06-30 12:58:46 UTC,543,3.9,7.25,317.92,25.375,1004.685
2017-06-30 12:59:06 UTC,544,3.9,7.25,321.76,25.4375,1004.773
2017-06-30 12:59:29 UTC,545,1.68,4.299999,323.04,25.375,1004.73
2017-06-30 12:59:47 UTC,546,1.68,4.299999,316.32,25.375,1004.702
2017-06-30 13:00:07 UTC,547,3.9,7.25,317.6,25.375,1004.685
2017-06-30 13:00:27 UTC,548,3.9,7.25,316.0,25.375,1004.692
2017-06-30 13:00:47 UTC,549,1.68,4.299999,320.16,25.375,1004.725
2017-06-30 13:01:07 UTC,550,1.68,4.299999,318.56,25.375,1004.682
2017-06-30 13:01:27 UTC,551,1.68,5.299999,319.52,25.3125,1004.682
2017-06-30 13:01:47 UTC,552,3.9,7.25,316.88,25.3125,1004.7
2017-06-30 13:02:07 UTC,553,3.9,7.25,321.76,25.3125,1004.715
2017-06-30 13:02:27 UTC,554,3.9,7.25,316.96,25.3125,1004.688
2017-06-30 13:02:47 UTC,555,2.9,6.25,321.76,25.3125,1004.727
2017-06-30 13:03:07 UTC,556,3.9,7.25,315.6,25.375,1004.773
2017-06-30 13:03:27 UTC,557,3.9,7.25,314.0,25.3125,1004.718
2017-06-30 13:03:47 UTC,558,1.68,4.299999,312.08,25.3125,1004.727
2017-06-30 13:04:08 UTC,559,3.9,7.25,320.16,25.3125,1004.74
2017-06-30 13:04:27 UTC,560,3.9,7.25,320.48,25.3125,1004.7
2017-06-30 13:04:47 UTC,561,3.9,7.25,315.6,25.25,1004.698
2017-06-30 13:05:09 UTC,562,2.9,6.25,317.28,25.25,1004.662
2017-06-30 13:05:27 UTC,563,3.9,7.25,320.8,25.25,1004.675
2017-06-30 13:05:55 UTC,564,2.9,6.25,309.52,25.1875,1004.648
2017-06-30 13:06:17 UTC,565,1.68,4.299999,312.4,25.25,1004.69
2017-06-30 13:06:38 UTC,566,1.68,4.299999,316.32,25.25,1004.69
2017-06-30 13:06:58 UTC,567,3.9,7.25,317.52,25.25,1004.658
2017-06-30 13:07:23 UTC,568,3.9,7.25,317.84,25.3125,1004.662
2017-06-30 13:07:38 UTC,569,1.68,4.299999,319.2,25.3125,1004.708
2017-06-30 13:07:58 UTC,570,3.9,6.25,318.24,25.3125,1004.7
2017-06-30 13:08:18 UTC,571,1.68,4.299999,315.68,25.3125,1004.65
2017-06-30 13:08:38 UTC,572,3.9,7.25,316.88,25.3125,1004.688
2017-06-30 13:08:58 UTC,573,3.9,7.25,313.36,25.3125,1004.675
2017-06-30 13:09:18 UTC,574,1.68,4.299999,319.52,25.3125,1004.698
2017-06-30 13:09:38 UTC,575,3.9,7.25,317.2,25.3125,1004.705
2017-06-30 13:09:58 UTC,576,3.9,7.25,319.52,25.3125,1004.69
2017-06-30 13:10:18 UTC,577,2.9,6.25,316.32,25.25,1004.668
2017-06-30 13:10:38 UTC,578,2.9,7.25,320.16,25.25,1004.688
2017-06-30 13:10:54 UTC,579,3.12,5.2,266.16,25.25,1004.72
2017-06-30 13:11:18 UTC,580,2.9,6.25,317.92,25.25,1004.648
2017-06-30 13:11:34 UTC,581,1.68,4.299999,313.36,25.25,1004.727
2017-06-30 13:11:50 UTC,582,1.68,4.299999,312.08,25.3125,1004.678
2017-06-30 13:12:09 UTC,583,2.9,6.25,314.32,25.3125,1004.69
2017-06-30 13:12:28 UTC,584,2.9,6.25,317.84,25.3125,1004.715
2017-06-30 13:12:48 UTC,585,3.9,6.25,319.84,25.3125,1004.732
2017-06-30 13:13:08 UTC,586,3.9,6.25,316.24,25.3125,1004.705
2017-06-30 13:13:28 UTC,587,2.9,6.25,314.32,25.3125,1004.732
2017-06-30 13:13:48 UTC,588,2.9,6.25,317.28,25.3125,1004.755
2017-06-30 13:14:09 UTC,589,1.9,4.25,301.2,25.375,1004.77
2017-06-30 13:14:29 UTC,590,3.9,7.25,321.12,25.3125,1004.74
2017-06-30 13:14:49 UTC,591,2.9,6.25,320.08,25.3125,1004.727
2017-06-30 13:15:09 UTC,592,3.9,7.25,321.76,25.3125,1004.735
2017-06-30 13:15:29 UTC,593,2.9,6.25,317.92,25.3125,1004.73
2017-06-30 13:15:49 UTC,594,2.9,6.25,322.08,25.3125,1004.682
2017-06-30 13:16:09 UTC,595,2.9,7.25,320.08,25.3125,1004.712
2017-06-30 13:16:29 UTC,596,2.9,6.25,314.0,25.3125,1004.653
2017-06-30 13:16:54 UTC,597,3.9,7.25,311.44,25.3125,1004.635
2017-06-30 13:17:09 UTC,598,2.9,6.25,316.96,25.25,1004.64
2017-06-30 13:17:29 UTC,599,2.9,6.25,319.44,25.25,1004.622
2017-06-30 13:17:49 UTC,600,2.9,6.25,317.84,25.1875,1004.598
2017-06-30 13:18:09 UTC,601,2.9,6.25,313.68,25.25,1004.635
2017-06-30 13:18:30 UTC,602,2.9,5.25,313.36,25.25,1004.668
2017-06-30 13:18:49 UTC,603,2.9,6.25,314.96,25.25,1004.662
2017-06-30 13:19:09 UTC,604,2.9,6.25,314.96,25.3125,1004.705
2017-06-30 13:19:29 UTC,605,2.9,6.25,313.68,25.3125,1004.675
2017-06-30 13:19:49 UTC,606,2.9,5.25,314.0,25.3125,1004.648
2017-06-30 13:20:09 UTC,607,1.9,5.25,315.92,25.3125,1004.602
2017-06-30 13:20:29 UTC,608,1.68,4.299999,312.4,25.25,1004.61
2017-06-30 13:20:49 UTC,609,2.9,6.25,316.56,25.1875,1004.583
2017-06-30 13:21:09 UTC,610,2.9,6.25,316.88,25.25,1004.672
2017-06-30 13:21:30 UTC,611,2.9,6.25,317.2,25.25,1004.655
2017-06-30 13:21:50 UTC,612,2.9,6.25,319.12,25.25,1004.622
2017-06-30 13:22:10 UTC,613,1.9,5.25,311.44,25.25,1004.7
2017-06-30 13:22:30 UTC,614,2.9,5.25,314.32,25.3125,1004.7
2017-06-30 13:22:50 UTC,615,1.9,5.25,314.64,25.3125,1004.698
2017-06-30 13:23:10 UTC,616,2.9,6.25,314.32,25.3125,1004.698
2017-06-30 13:23:30 UTC,617,1.9,5.25,314.96,25.3125,1004.71
2017-06-30 13:23:50 UTC,618,1.9,5.25,314.96,25.3125,1004.712
2017-06-30 13:24:11 UTC,619,2.9,6.25,318.16,25.3125,1004.682
2017-06-30 13:24:30 UTC,620,1.9,5.25,316.56,25.3125,1004.672
2017-06-30 13:24:50 UTC,621,2.9,5.25,314.96,25.3125,1004.71
2017-06-30 13:25:10 UTC,622,1.9,5.25,315.6,25.3125,1004.698
2017-06-30 13:25:30 UTC,623,2.9,5.25,316.24,25.3125,1004.688
2017-06-30 13:25:50 UTC,624,1.9,5.25,313.68,25.3125,1004.688
2017-06-30 13:26:10 UTC,625,2.9,6.25,315.92,25.375,1004.718
2017-06-30 13:26:30 UTC,626,1.9,5.25,313.36,25.3125,1004.69
2017-06-30 13:26:50 UTC,627,2.9,5.25,314.0,25.3125,1004.678
2017-06-30 13:27:10 UTC,628,2.9,6.25,314.0,25.3125,1004.7
2017-06-30 13:27:30 UTC,629,1.9,5.25,317.2,25.3125,1004.732
2017-06-30 13:27:50 UTC,630,2.9,5.25,314.0,25.3125,1004.708
2017-06-30 13:28:10 UTC,631,2.9,6.25,315.92,25.3125,1004.708
2017-06-30 13:28:30 UTC,632,2.9,6.25,314.64,25.375,1004.75
2017-06-30 13:28:51 UTC,633,2.9,5.25,321.04,25.375,1004.727
2017-06-30 13:29:13 UTC,634,0.6800003,3.299999,317.84,25.375,1004.732
2017-06-30 13:29:31 UTC,635,2.9,6.25,315.28,25.375,1004.732
2017-06-30 13:29:51 UTC,636,2.9,6.25,316.88,25.3125,1004.678
2017-06-30 13:30:16 UTC,637,2.9,6.25,317.2,25.3125,1004.688
2017-06-30 13:30:31 UTC,638,2.9,6.25,313.36,25.3125,1004.682
2017-06-30 13:30:51 UTC,639,2.9,6.25,311.76,25.25,1004.618
2017-06-30 13:31:11 UTC,640,2.9,6.25,319.76,25.25,1004.688
2017-06-30 13:31:31 UTC,641,2.9,6.25,319.52,25.25,1004.635
2017-06-30 13:31:51 UTC,642,2.9,6.25,318.48,25.25,1004.66
2017-06-30 13:32:11 UTC,643,2.9,6.25,313.68,25.25,1004.61
2017-06-30 13:32:31 UTC,644,2.9,6.25,319.12,25.25,1004.645
2017-06-30 13:32:51 UTC,645,2.9,6.25,315.92,25.25,1004.605
2017-06-30 13:33:11 UTC,646,2.9,5.25,311.76,25.1875,1004.55
2017-06-30 13:33:31 UTC,647,2.9,5.25,319.12,25.25,1004.588
2017-06-30 13:33:52 UTC,648,2.9,5.25,314.32,25.25,1004.573
2017-06-30 13:34:11 UTC,649,2.9,6.25,316.24,25.1875,1004.51
2017-06-30 13:34:31 UTC,650,2.9,5.25,314.0,25.1875,1004.517
2017-06-30 13:34:46 UTC,651,2.9,5.25,312.72,25.1875,1004.515
2017-06-30 13:35:03 UTC,652,1.9,5.25,315.6,25.1875,1004.5
2017-06-30 13:35:21 UTC,653,2.9,6.25,312.08,25.25,1004.51
2017-06-30 13:35:41 UTC,654,1.9,5.25,313.04,25.1875,1004.43
2017-06-30 13:36:01 UTC,655,2.9,5.25,313.36,25.25,1004.493
2017-06-30 13:36:22 UTC,656,0.6800003,3.299999,316.56,25.3125,1004.52
2017-06-30 13:36:42 UTC,657,2.9,6.25,317.84,25.25,1004.433
2017-06-30 13:37:02 UTC,658,2.9,6.25,315.28,25.3125,1004.507
2017-06-30 13:37:23 UTC,659,2.9,6.25,316.24,25.3125,1004.47
2017-06-30 13:37:42 UTC,660,2.9,6.25,318.48,25.3125,1004.455
2017-06-30 13:38:02 UTC,661,2.9,6.25,318.16,25.3125,1004.423
2017-06-30 13:38:22 UTC,662,2.9,6.25,313.04,25.3125,1004.505
2017-06-30 13:38:42 UTC,663,2.9,6.25,314.64,25.3125,1004.47
2017-06-30 13:39:02 UTC,664,1.9,5.25,318.16,25.375,1004.47
2017-06-30 13:39:22 UTC,665,0.6800003,3.299999,314.32,25.375,1004.49
2017-06-30 13:39:42 UTC,666,2.9,6.25,308.56,25.3125,1004.437
2017-06-30 13:40:04 UTC,667,2.9,6.25,309.2,25.3125,1004.39
2017-06-30 13:40:22 UTC,668,2.9,5.25,314.32,25.3125,1004.36
2017-06-30 13:40:42 UTC,669,2.9,6.25,315.6,25.3125,1004.393
2017-06-30 13:41:02 UTC,670,1.9,5.25,305.04,25.25,1004.313
2017-06-30 13:41:24 UTC,671,2.9,6.25,318.16,25.25,1004.335
2017-06-30 13:41:42 UTC,672,2.9,5.25,316.24,25.1875,1004.31
2017-06-30 13:42:02 UTC,673,2.9,6.25,311.76,25.1875,1004.31
2017-06-30 13:42:22 UTC,674,1.9,4.25,308.24,25.25,1004.32
2017-06-30 13:42:42 UTC,675,1.9,5.25,305.6,25.25,1004.36
2017-06-30 13:43:03 UTC,676,1.9,5.25,305.68,25.25,1004.352
2017-06-30 13:43:22 UTC,677,2.9,6.25,315.6,25.25,1004.345
2017-06-30 13:43:43 UTC,678,2.9,6.25,316.56,25.1875,1004.338
2017-06-30 13:44:03 UTC,679,2.9,6.25,318.48,25.25,1004.38
2017-06-30 13:44:23 UTC,680,2.9,6.25,319.44,25.25,1004.362
2017-06-30 13:44:43 UTC,681,2.9,5.25,313.36,25.25,1004.405
2017-06-30 13:45:03 UTC,682,2.9,6.25,310.16,25.3125,1004.42
2017-06-30 13:45:23 UTC,683,2.9,5.25,309.2,25.3125,1004.487
